Program,county,lead_agency,partner_name,location_name,street_address,city,zip_code
PA Pre-K Counts,Bedford,CHESTNUT RIDGE SCHOOL DIST,,CENTRAL ELEMENTARY,2534 QUAKER VALLEY RD,NEW PARIS,15554
PA Pre-K Counts,Bedford,CRAYON CLUBHOUSE LLC,AARON D BURKETT,WATCH ME GROW CHILD CARE AND PRESCHOOL,183 WENTZ RD,NEW PARIS,15554
PA Pre-K Counts,Somerset,"TABLELAND SERVICES, INC.",,ROCKWOOD,435 SOMERSET AVE,ROCKWOOD,15557
PA Pre-K Counts,Somerset,"TABLELAND SERVICES, INC.",,SALISBURY-ELK LICK ELEMENTARY,PO BOX 68,SALISBURY,15558
PA Pre-K Counts,Somerset,"TABLELAND SERVICES, INC.",,NORTH STAR MS / KANTNER EL,3598 WHISTLER RD,STOYSTOWN,15563
PA Pre-K Counts,Westmoreland,HEMPFIELD AREA SCHOOL DSTRCT,,FORT ALLEN ELEMENTARY,560 BALTZER MEYER PIKE,GREENSBURG,15601
PA Pre-K Counts,Westmoreland,SETON HILL CHILD SERVICES INC,,GREENSBURG EARLY CARE AND EDUCATION CENTER,535 TAYLOR ST,GREENSBURG,15601
PA Pre-K Counts,Westmoreland,LOVELI FOUNDATIONS LLC,,LOVELI FOUNDATIONS LLC,1718 SW RUGH ST,GREENSBURG,15601
PA Pre-K Counts,Westmoreland,PIC OF WESTMORELAND AND FAYETTE COUNTY INC,,PIC KIDZ ZONE,219 DONOHOE RD,GREENSBURG,15601
PA Pre-K Counts,Westmoreland,WESTMORELAND HUMAN OPPORTUNITIES INC,,ST PAUL,820 CARBON RD,GREENSBURG,15601
PA Pre-K Counts,Westmoreland,DUCK HOLLOW DISCOVERY LEARNING CENTER,TINY TOWN ENTERPRISES INC,TINY TOWN ENTERPRISES INC,1270 MIDDLETOWN RD,GREENSBURG,15601
PA Pre-K Counts,Armstrong,GRANDMAS HOUSE LLC,,GRANDMAS HOUSE LLC,616 1ST STREET EXT,APOLLO,15613
PA Pre-K Counts,Westmoreland,WESTMORELAND HUMAN OPPORTUNITIES INC,,DELMONT,301 E PITTSBURGH ST,DELMONT,15626
PA Pre-K Counts,Westmoreland,LIGONIER VALLEY LEARNING CENTER,DERRY AREA SCHOOL DISTRICT,DERRY AREA SCHOOL DISTRICT,982 N CHESTNUT STREET EXT,DERRY,15627
PA Pre-K Counts,Westmoreland,WESTMORELAND HUMAN OPPORTUNITIES INC,,DONEGAL CENTER,340 CHURCH ST,DONEGAL,15628
PA Pre-K Counts,Westmoreland,WESTMORELAND HUMAN OPPORTUNITIES INC,,HW GOOD,1464 HERMINIE WEST NEWTON,HERMINIE,15637
PA Pre-K Counts,Westmoreland,SETON HILL CHILD SERVICES INC,,IRWIN CHILDRENS CENTER,HOLY TRINITY LUTHERAN CH,IRWIN,15642
PA Pre-K Counts,Westmoreland,JBS BRIGHT BEGINNINGS TWO LLC,,JBS BRIGHT BEGINNINGS,780 BRUSH HILL RD,IRWIN,15642
PA Pre-K Counts,Westmoreland,WESTMORELAND HUMAN OPPORTUNITIES INC,,NORWIN PRE-K,11600 PARKWAY DR,IRWIN,15642
PA Pre-K Counts,Westmoreland,HEMPFIELD AREA SCHOOL DSTRCT,,WEST HEMPFIELD ELEMENTARY SCHOOL,469 WENDEL RD,IRWIN,15642
PA Pre-K Counts,Westmoreland,BRIGHTSIDE ACADEMY PHILADELPHIA LLC,BRIGHTSIDE ACADEMY PITTSBURGH LLC,BRIGHTSIDE ACADEMY,320 N 7TH ST,JEANNETTE,15644
PA Pre-K Counts,Westmoreland,WESTMORELAND HUMAN OPPORTUNITIES INC,BRIGHTSIDE ACADEMY PITTSBURGH LLC,BRIGHTSIDE ACADEMY,320 N 7TH ST,JEANNETTE,15644
PA Pre-K Counts,Westmoreland,SETON HILL CHILD SERVICES INC,,JEANNETTE EARLY CARE & EDUCATION CENTER,320 N 7TH ST,JEANNETTE,15644
PA Pre-K Counts,Westmoreland,WESTMORELAND HUMAN OPPORTUNITIES INC,,PENN MIDDLE,1007 PENN MIDDLE WAY,JEANNETTE,15644
PA Pre-K Counts,Westmoreland,UNITY MARKETING GROUP INC,WESTMORELAND CAPITAL HOLDINGS LLC,GREAT EXPECTATIONS CHILD CARE AND EARLY LRNG CTR,308 UNITY PLZ,LATROBE,15650
PA Pre-K Counts,Westmoreland,PIC OF WESTMORELAND AND FAYETTE COUNTY INC,,LATROBE ELEMENTARY,20 CEDAR ST,LATROBE,15650
PA Pre-K Counts,Westmoreland,SETON HILL CHILD SERVICES INC,LIGONIER VALLEY LEARNING CENTER,LATROBE KINDER-SCHULL,320 MCKINLEY AVE,LATROBE,15650
PA Pre-K Counts,Westmoreland,LIGONIER VALLEY LEARNING CENTER,,LATROBE KINDER-SCHULL,320 MCKINLEY AVE,LATROBE,15650
PA Pre-K Counts,Westmoreland,CHERISE M RACHAL,,APPLESEED LEARNING CENTER,1001 S LEECHBURG HILL RD,LEECHBURG,15656
PA Pre-K Counts,Armstrong,ARIN INTERMEDIATE UNIT 28,LEECHBURG AREA SCHOOL DISTRICT,DAVID LEECH ELEMENTARY,200 SIBERIAN AVE,LEECHBURG,15656
PA Pre-K Counts,Westmoreland,LIGONIER VALLEY LEARNING CENTER,,LIGONIER VALLEY LRNG CTR,RD#1 BOX 22-L,LIGONIER,15658
PA Pre-K Counts,Westmoreland,SETON HILL CHILD SERVICES INC,LIGONIER VALLEY SCHOOL DISTRICT,RK MELLON ELEMENTARY SCHOOL,559 BELL STREET,LIGONIER,15658
PA Pre-K Counts,Westmoreland,PIC OF WESTMORELAND AND FAYETTE COUNTY INC,FROCK CHILDCARE LEARNING CENTER LLC,FROCK CHILDCARE LEARNING CENTER LLC,107 OAK ST,MOUNT PLEASANT,15666
PA Pre-K Counts,Westmoreland,HEMPFIELD AREA SCHOOL DSTRCT,,STANWOOD ELEMENTARY,255 ARONA RD,NEW STANTON,15672
PA Pre-K Counts,Westmoreland,WESTMORELAND HUMAN OPPORTUNITIES INC,,RUFFSDALE ELEMENTARY,842 STATE ROUTE 31,RUFFS DALE,15679
PA Pre-K Counts,Indiana,RIVER VALLEY SCHOOL DISTRICT,,SALTSBURG ELEMENTARY,199 TROJAN LN,SALTSBURG,15681
PA Pre-K Counts,Fayette,LIGONIER VALLEY LEARNING CENTER,OUR BUDDYS PLACE LLC,OUR BUDDYS PLACE,1007 KINGVIEW RD,SCOTTDALE,15683
PA Pre-K Counts,Westmoreland,SETON HILL CHILD SERVICES INC,,SCOTTDALE EARLY CARE AND EDUCATION CENTER,501 S BROADWAY ST,SCOTTDALE,15683
PA Pre-K Counts,Westmoreland,PIC OF WESTMORELAND AND FAYETTE COUNTY INC,,SOUTHMORELAND ELEMENTARY,100 SCOTTIE WAY,SCOTTDALE,15683
PA Pre-K Counts,Armstrong,APOLLO-RIDGE SCHOOL DISTRICT,,APOLLO-RIDGE ELEMENTARY SCHOOL,1825 STATE ROUTE 56,SPRING CHURCH,15686
PA Pre-K Counts,Westmoreland,SETON HILL CHILD SERVICES INC,TOTS-N-TIKES,TOTS-N-TIKES,10 S 8TH ST,YOUNGWOOD,15697
PA Pre-K Counts,Indiana,ARIN INTERMEDIATE UNIT 28,INDIANA AREA SCHOOL DISTRICT,BEN FRANKLIN ELEMENTARY,95 BEN FRANKLIN RD S,INDIANA,15701
PA Pre-K Counts,Indiana,ARIN INTERMEDIATE UNIT 28,INDIANA AREA SCHOOL DISTRICT,EAST PIKE ELEMENTARY,501 EAST PIKE,INDIANA,15701
PA Pre-K Counts,Indiana,INDIANA COUNTY CHILD DAY CARE PROGRAM,,UNIVERSITY EARLY CARE AND EDUCATION CTR,570 S 11TH ST,INDIANA,15705
PA Pre-K Counts,Cambria,NORTHERN CAMBRIA SCHOOL DIS,CAMBRIA COUNTY CHILD DEVELOPMENT CORPORATION,NORTHERN CAMBRIA LEARNING CENTER,601 JOSEPH ST,NORTHERN CAMBRIA,15714
PA Pre-K Counts,Indiana,UNITY MARKETING GROUP INC,,GREAT EXPECTATIONS CHILD CARE & LRNG CTR,163 MAPLE AVENUE EXT,BLAIRSVILLE,15717
PA Pre-K Counts,Cambria,CAMBRIA HEIGHTS SCHOOL DISTRICT,,CAMBRIA HEIGHTS ELEMENTARY,138 E CAMPBELLTOWN ST,CARROLLTOWN,15722
PA Pre-K Counts,Indiana,PENNS MANOR AREA SCHOOL DISTRICT,,PENNS MANOR AREA SD,6003 ROUTE 553 HWY,CLYMER,15728
PA Pre-K Counts,Indiana,ARIN INTERMEDIATE UNIT 28,PURCHASE LINE SCHOOL DISTRICT,PURCHASE LINE ELEMENTARY SCHOOL,16957 ROUTE 286 HWY E,COMMODORE,15729
PA Pre-K Counts,Indiana,MARION CENTER AREA SCHOOLS,,RAYNE ELEMENTARY,2535 RT119 HWY N,HOME,15747
PA Pre-K Counts,Indiana,INDIANA COUNTY CHILD DAY CARE PROGRAM,,HOMER CENTER PRE-K,45 WILDCAT LN,HOMER CITY,15748
PA Pre-K Counts,Indiana,"INDIANA COUNTY HEAD START, INC",,HOMER CITY HEAD START,30 W ELM ST,HOMER CITY,15748
PA Pre-K Counts,Indiana,MARION CENTER AREA SCHOOLS,,W. A. MCCREERY ELEMENTARY,22810 RTE 403 HGHWAY NORTH,MARION CENTER,15759
PA Pre-K Counts,Jefferson,KEYSTONE SMILES COMMUNITY LEARNING CENTER,CREATIVE GARDEN LLC,CREATIVE GARDEN LLC,816 AIRPORT RD,PUNXSUTAWNEY,15767
PA Pre-K Counts,Jefferson,KEYSTONE SMILES COMMUNITY LEARNING CENTER,PLAYHOUSE CHILDRENS CENTER LLC,PLAYHOUSE CHILDRENS CENTER,218 LANE AVE,PUNXSUTAWNEY,15767
PA Pre-K Counts,Jefferson,"JEFFERSON-CLARION HEAD START, INC.",,PUNXSUTAWNEY COMMUNITY CENTER,220 N JEFFERSON ST,PUNXSUTAWNEY,15767
PA Pre-K Counts,Clearfield,CEN CLEAR CHILD SERVICES INC,,DUBOIS PRESCHOOL CAMPUS,1 BEAVER DR,DU BOIS,15801
PA Pre-K Counts,Clearfield,KEYSTONE SMILES COMMUNITY LEARNING CENTER,LEARNING TREE CHILD CARE LLC,LEARNING TREE CHILD CARE LLC,608 W DUBOIS AVE,DU BOIS,15801
PA Pre-K Counts,Clearfield,KEYSTONE SMILES COMMUNITY LEARNING CENTER,LITTLE HANDS CHILD CARE CENTER INC,LITTLE HANDS CHILD CARE CENTER,180 MCCRACKEN RUN RD,DU BOIS,15801
PA Pre-K Counts,Jefferson,"JEFFERSON-CLARION HEAD START, INC.",,BROCKWAY HEAD START,40 NORTH ST,BROCKWAY,15824
PA Pre-K Counts,Jefferson,"JEFFERSON-CLARION HEAD START, INC.",,BROOKVILLE PRE-K COUNTS,122 NORTH WHITE ST,BROOKVILLE,15825
PA Pre-K Counts,Cameron,NORTHERN TIER,,EMPORIUM HEAD START,603 WOODLAND AVE,EMPORIUM,15834
PA Pre-K Counts,Elk,JOHNSONBURG AREA SCHOOL DISTRICT,,JOHNSONBURG ELEMENTARY SCHOOL,1536 WILCOX RD,JOHNSONBURG,15845
PA Pre-K Counts,Jefferson,"JEFFERSON-CLARION HEAD START, INC.",,REYNOLDSVILLE PRESCHOOL,329 JACKSON ST,REYNOLDSVILLE,15851
PA Pre-K Counts,Elk,CEN CLEAR CHILD SERVICES INC,,RIDGWAY ELEMENTARY,62 SCHOOL DR,RIDGWAY,15853
PA Pre-K Counts,Elk,CEN CLEAR CHILD SERVICES INC,YOUNG MENS CHRISTIAN ASSOCIATION OF RIDGWAY,RIDGWAY YMCA CHILD CARE,62 SCHOOL DR,RIDGWAY,15853
PA Pre-K Counts,Elk,NORTHERN TIER,,ELK COUNTY HOME BASED,513 E ARCH ST,SAINT MARYS,15857
PA Pre-K Counts,Elk,CEN CLEAR CHILD SERVICES INC,,ST MARYS EARLY CHILDHOOD CENTER,429 NORTH ST,ST MARYS,15857
PA Pre-K Counts,Cambria,THE LEARNING LAMP,,THE LEARNING LAMP CENTER FOR CHILDREN AT GJCTC,445 SCHOOLHOUSE RD,JOHNSTOWN,15904
PA Pre-K Counts,Cambria,CAMBRIA COUNTY CHILD DEVELOPMENT CORPORATION,FERNDALE AREA SCHOOL DISTRCT,FERNDALE AREA SCHOOL DISTRICT,100 DARTMOUTH AVE,JOHNSTOWN,15905
PA Pre-K Counts,Cambria,ALLEGHENY LUTHERAN SOCIAL MINISTRIES INC,,GROWING YEARS EARLY LEARNING CENTER AT JOHNSTOWN,865 SUSQUEHANNA ST,JOHNSTOWN,15905
PA Pre-K Counts,Cambria,THE LEARNING LAMP,,THE LEARNING LAMP WESTMONT,700 INDIANA ST,JOHNSTOWN,15905
PA Pre-K Counts,Cambria,COMMUNITY ACTION PARTNERSHIP OF CAMBRIA COUNTY,,WEST HILLS,100 DARTMOUTH AVE,JOHNSTOWN,15905
PA Pre-K Counts,Cambria,COMMUNITY ACTION PARTNERSHIP OF CAMBRIA COUNTY,,JOHNSTOWN CENTER,401 BROAD ST,JOHNSTOWN,15906
PA Pre-K Counts,Cambria,GREATER JOHNSTOWN SCHOOL DIS,CAMBRIA COUNTY CHILD DEVELOPMENT CORPORATION,MORRELL NEIGHBORHOOD SCHOOL,413 POWER ST,JOHNSTOWN,15906
PA Pre-K Counts,Cambria,CONEMAUGH VALLEY SCHOOL DISTRICT,CAMBRIA COUNTY CHILD DEVELOPMENT CORPORATION,CONEMAUGH NEIGHBORHOOD SCHOOL,209 3RD ST,CONEMAUGH,15909
PA Pre-K Counts,Cambria,COMMUNITY ACTION PARTNERSHIP OF CAMBRIA COUNTY,,JACKSON ELEMENTARY SCHOOL,3704 WILLIAM PENN AVE,JOHNSTOWN,15909
PA Pre-K Counts,Indiana,UNITED SCHOOL DISTRICT,,UNITED SCHOOL DISTRICT,10780 HIGHWAY EAS,ARMAGH,15920
PA Pre-K Counts,Somerset,"TABLELAND SERVICES, INC.",,SHADE ELEMENTARY,203 MCGREAGOR AVE,CAIRNBROOK,15924
PA Pre-K Counts,Somerset,"TABLELAND SERVICES, INC.",,KAUFMAN MENNONITE CHURCH,916 MILLER PICKING RD,DAVIDSVILLE,15928
PA Pre-K Counts,Cambria,COMMUNITY ACTION PARTNERSHIP OF CAMBRIA COUNTY,,CAMBRIA ELEMENTARY SCHOOL,212 SCHOOLHOUSE RD,EBENSBURG,15931
PA Pre-K Counts,Westmoreland,SETON HILL CHILD SERVICES INC,LIGONIER VALLEY SCHOOL DISTRICT,LAUREL VALLEY ELEMENTARY SCHOOL,137 EDUCATION LN,NEW FLORENCE,15944
PA Pre-K Counts,Cambria,THE LEARNING LAMP,,THE LEARNING LAMP AT PORTAGE,84 MOUNTAIN AVE,PORTAGE,15946
PA Pre-K Counts,Cambria,COMMUNITY ACTION PARTNERSHIP OF CAMBRIA COUNTY,,SALIX HEAD START CENTER,1075 FOREST HILLS DR,SALIX,15952
PA Pre-K Counts,Butler,BUTLER COUNTY CHILDRENS CENTER INC,,BUTLER COUNTY CHILDRENS CENTER,131 HOMEWOOD DR,BUTLER,16001
PA Pre-K Counts,Butler ,Lifesteps Inc,,LIFESTEPS,383 New Castle Rd,Butler,16001
PA Pre-K Counts,Clarion,"JEFFERSON-CLARION HEAD START, INC.",,ALLEGHENY-CLARION VALLEY ELEMENTARY,776 ROUTE 58,FOXBURG,16036
PA Pre-K Counts,Venango,KEYSTONE SMILES COMMUNITY LEARNING CENTER,FRANKLIN AREA SCHOOL DISTRICT,VICTORY ELEMENTARY SCHOOL,1819 GEORGETOWN RD,HARRISVILLE,16038
PA Pre-K Counts,Butler ,Lifesteps Inc,,LIFESTEPS/SOUTH BUTLER COUNTY PRIMARY SCHOOL,328 Knoch Rd,Saxonburg,16056
PA Pre-K Counts,Butler,SLIPPERY ROCK STUDENT GOVERNMENT ASSOCIA,,SLIPPERY ROCK UNIV/SGA PRESCHOOL,007 MCKAY EDUCATION BLDG,SLIPPERY ROCK,16057
PA Pre-K Counts,Butler,BUTLER COUNTY CHILDRENS CENTER INC,,DASSA MCKINNEY ELEMENTARY,391 HOOKER RD,WEST SUNBURY,16061
PA Pre-K Counts,Butler,BUTLER COUNTY CHILDRENS CENTER INC,,CONNOQUENESSING VALLEY ELEMENTARY,300 S PITTSBURGH ST,ZELIENOPLE,16063
PA Pre-K Counts,Lawrence,LAWRENCE COUNTY SOCIAL SERVICES INC,,BEN FRANKLIN EARLY LEARNING CENTER,815 CUNNINGHAM AVE,NEW CASTLE,16101
PA Pre-K Counts,Lawrence,MIDWESTERN INTERMEDIATE UNIT IV,DEBRA G MARINO,BRIGHT STAR LEARNING CENTER II,745 S MILL ST,NEW CASTLE,16101
PA Pre-K Counts,Lawrence,MIDWESTERN INTERMEDIATE UNIT IV,DEBRA G MARINO,BRIGHT STAR LRNG CTR,1315 E WASHINGTON ST,NEW CASTLE,16101
PA Pre-K Counts,Lawrence,LAWRENCE COUNTY SOCIAL SERVICES INC,UNITED COMMUNITY SRVCS OF LAWRENCE COUNTY INC,FREW MILL CAMPUS,1745 FREW MILL RD,NEW CASTLE,16101
PA Pre-K Counts,Lawrence,MIDWESTERN INTERMEDIATE UNIT IV,LAWRENCE COUNTY SOCIAL SERVICES INC,FREW MILL CAMPUS,1745 FREW MILL RD,NEW CASTLE,16101
PA Pre-K Counts,Lawrence,LAWRENCE COUNTY SOCIAL SERVICES INC,,FREW MILL CAMPUS,1745 FREW MILL RD,NEW CASTLE,16101
PA Pre-K Counts,Lawrence,LAWRENCE COUNTY SOCIAL SERVICES INC,,LAUREL ELEMENTARY,223 MCCASLIN RD,NEW CASTLE,16101
PA Pre-K Counts,Lawrence,PRE-K KIDS LEARNING CENTER INC,,PRE-K KIDS LEARNING CENTER INC,2740 ELLWOOD RD,NEW CASTLE,16101
PA Pre-K Counts,Lawrence,MIDWESTERN INTERMEDIATE UNIT IV,LAWRENCE COUNTY SOCIAL SERVICES INC,SHENANGO ELEMENTARY SCHOOL,2501 OLD PITTSBURGH RD,NEW CASTLE,16101
PA Pre-K Counts,Lawrence,LAWRENCE COUNTY SOCIAL SERVICES INC,,SHENANGO ELEMENTARY SCHOOL,2501 OLD PITTSBURGH RD,NEW CASTLE,16101
PA Pre-K Counts,Lawrence,LAWRENCE COUNTY SOCIAL SERVICES INC,,NESHANNOCK MEMORIAL ELEMENTARY SCHOOL,3834 MITCHELL RD,NEW CASTLE,16105
PA Pre-K Counts,Lawrence,LAWRENCE COUNTY SOCIAL SERVICES INC,,MOHAWK CENTER,351 MOHAWK SCHOOL RD,BESSEMER,16112
PA Pre-K Counts,Lawrence,TROB ENTERPRISE LLC,,SWEET PEA PATCH,4130 W STATE ST,EDINBURG,16116
PA Pre-K Counts,Lawrence,LAWRENCE COUNTY SOCIAL SERVICES INC,,ELLWOOD CITY EARLY LEARNING CENTER,924 CRESCENT AVE,ELLWOOD CITY,16117
PA Pre-K Counts,Lawrence,LAWRENCE COUNTY SOCIAL SERVICES INC,UNITED COMMUNITY SRVCS OF LAWRENCE COUNTY INC,ELLWOOD CITY EARLY LRNG CTR,924 CRESCENT AVE,ELLWOOD CITY,16117
PA Pre-K Counts,Lawrence,LAWRENCE COUNTY SOCIAL SERVICES INC,,HARTMAN ELEMENTARY,401 4TH ST,ELLWOOD CITY,16117
PA Pre-K Counts,Beaver,RIVERSIDE BEAVER COUNTY SC DIS,,RIVERSIDE ELEMENTARY SCHOOL,302 COUNTRY CLUB DR,ELLWOOD CITY,16117
PA Pre-K Counts,Mercer,ZION EDUCATION CENTER,,ZION EDUCATION CENTER,602 ROEMER BLVD,FARRELL,16121
PA Pre-K Counts,Mercer,COMMUNITY ACTION PARTNERSHIP OF MERCER COUNTY,,THIEL COLLEGE,75 COLLEGE AVE,GREENVILLE,16125
PA Pre-K Counts,Mercer,COMMUNITY ACTION PARTNERSHIP OF MERCER COUNTY,,HIGHLAND ELEM SCHOOL,611 HIGHLAND AVE,GROVE CITY,16127
PA Pre-K Counts,Mercer,COMMUNITY ACTION PARTNERSHIP OF MERCER COUNTY,,MERCER AREA SD,301 LAMORE RD,MERCER,16137
PA Pre-K Counts,Lawrence,LAWRENCE COUNTY SOCIAL SERVICES INC,,NEW WILMINGTON AREA ELEMENTARY,350 WOOD ST,NEW WILMINGTON,16142
PA Pre-K Counts,Mercer,COMMUNITY ACTION PARTNERSHIP OF MERCER COUNTY,,COLLABORATIVE COMMUNITY SERVICES,753 CEDAR AVE,SHARON,16146
PA Pre-K Counts,Mercer,COMMUNITY ACTION PARTNERSHIP OF MERCER COUNTY,,ARTMAN ELEMENTARY SD,343 N HERMITAGE RD,HERMITAGE,16148
PA Pre-K Counts,Mercer,BUILDING BLOCKS CHILD CENTER INC,,BUILDING BLOCKS CHILD CENTER INC,4075 LAMOR RD,HERMITAGE,16148
PA Pre-K Counts,Mercer,CHILDRENS CENTER OF MERCER COUNTY,,CHILDRENS CENTER OF MERCER COUNTY,900 N HERMITAGE RD,HERMITAGE,16148
PA Pre-K Counts,Mercer,MIDWESTERN INTERMEDIATE UNIT IV,CREATIVE PRESCHOOL AND DAY CARE INC,CREATIVE PRESCHOOL AND DAY CARE,701 PIERCE AVE,SHARPSVILLE,16150
PA Pre-K Counts,Mercer,KEYSTONE SMILES COMMUNITY LEARNING CENTER,,SHARPSVILLE GARDENS CHILDRENS DEV CTR,51 E SHENANGO ST,SHARPSVILLE,16150
PA Pre-K Counts,Mercer,COMMUNITY ACTION PARTNERSHIP OF MERCER COUNTY,,WEST MIDDLESEX CENTER,3591 SHARON RD,WEST MIDDLESEX,16159
PA Pre-K Counts,Armstrong,Lifesteps Inc,,Lifesteps Armstrong PKC,162 S Jefferson St,Kittanning,16201
PA Pre-K Counts,Clarion,"JEFFERSON-CLARION HEAD START, INC.",,CLARION ELEMENTARY,800 BOUNDARY ST,CLARION,16214
PA Pre-K Counts,Clarion,KEYSTONE SMILES COMMUNITY LEARNING CENTER,CREATIVE KIDS LEARNING CENTER INC,CREATIVE KIDS,15898 ROUTE 322 STE 2,CLARION,16214
PA Pre-K Counts,Butler,BUTLER COUNTY CHILDRENS CENTER INC,,SUGARCREEK CENTER,1290 STATE ROUTE 268,COWANSVILLE,16218
PA Pre-K Counts,Armstrong,BUTLER COUNTY CHILDRENS CENTER INC,,SOUTH BUFFALO,562 FREEPORT RD,FREEPORT,16229
PA Pre-K Counts,Clarion,KEYSTONE SMILES COMMUNITY LEARNING CENTER,,KEYSTONE SMILES COMMUNITY CHILD CARE CTR,518 MAIN ST,KNOX,16232
PA Pre-K Counts,Clarion,"JEFFERSON-CLARION HEAD START, INC.",,KNOX CENTER,451 HUSTON AVE,KNOX,16232
PA Pre-K Counts,Forest,SENECA HIGHLANDS IU 9,FOREST AREA SCHOOL DISTRICT,EAST FOREST ELEMENTARY SCHOOL,313 PIONEER LN,MARIENVILLE,16239
PA Pre-K Counts,Clarion,"JEFFERSON-CLARION HEAD START, INC.",,REDBANK PREK COUNTS,401 BROAD ST,NEW BETHLEHEM,16242
PA Pre-K Counts,Clarion,"JEFFERSON-CLARION HEAD START, INC.",,RIMERSBURG/SLIGO PRE-K COUNTS,88 SCHOOL ST,RIMERSBURG,16248
PA Pre-K Counts,Clarion,"JEFFERSON-CLARION HEAD START, INC.",,C L PRE K COUNTS,4091 C-L SCHOOL RD,STRATTANVILLE,16258
PA Pre-K Counts,Venango,CHILD DEVELOPMENT CENTERS INC,,HASSON HEIGHTS CHILD DEVELOPMENT CENTER,255 PARK AVE,OIL CITY,16301
PA Pre-K Counts,Crawford,FAMILY & COMMUNITY CHRISTIAN ASSOCIATION,,FCCA PKC COCHRANTON,225 S FRANKLIN ST,COCHRANTON,16314
PA Pre-K Counts,Crawford,FAMILY & COMMUNITY CHRISTIAN ASSOCIATION,,FCCA/CONNEAUT LAKE,630 LINE ST,CONNEAUT LAKE,16316
PA Pre-K Counts,Venango,CHILD DEVELOPMENT CENTERS INC,,FRANKLIN SCHOOL-AGE CHILD DEVELOPMENT CENTER,614 11TH ST,FRANKLIN,16323
PA Pre-K Counts,Venango,FAMILY & COMMUNITY CHRISTIAN ASSOCIATION,VALLEY GROVE SCHOOL DIST,VALLEY GROVE ELEMENTARY,389 SUGARCREEK DR,FRANKLIN,16323
PA Pre-K Counts,Venango,CHILD DEVELOPMENT CENTERS INC,YMCA OF FRANKLIN AND GROVE CITY,YMCA LEARNING CENTER,111 W PARK ST,FRANKLIN,16323
PA Pre-K Counts,Crawford,PENNSYLVANIA WESTERN UNIVERSITY OF PENNSYLVANIA,CREATING LANDSCAPES LEARNING CENTERS INC,CREATING LANDSCAPES EARLY LEARNING CENTERS INC,346 CHESTNUT ST,MEADVILLE,16335
PA Pre-K Counts,Crawford,FAMILY & COMMUNITY CHRISTIAN ASSOCIATION,,EAST END PRE K COUNTS,640 WALNUT ST,MEADVILLE,16335
PA Pre-K Counts,Crawford,FAMILY & COMMUNITY CHRISTIAN ASSOCIATION,,GILL COMMONS PRE K COUNTS,275 WALKER DR,MEADVILLE,16335
PA Pre-K Counts,Crawford,PENNSYLVANIA WESTERN UNIVERSITY OF PENNSYLVANIA,MEADVILLE CHILDRENS CENTER,MEADVILLE CHILDRENS CENTER,400 N MAIN ST,MEADVILLE,16335
PA Pre-K Counts,Crawford,FAMILY & COMMUNITY CHRISTIAN ASSOCIATION,MEADVILLE COOPERATIVE PRESCHOOL,MEADVILLE COOPERATIVE PRESCHOOL INC,400 N MAIN ST,MEADVILLE,16335
PA Pre-K Counts,Crawford,CHILD DEVELOPMENT CENTERS INC,,WILLOW CHILD DEVELOPMENT CENTER,15438 ROUTE 86,MEADVILLE,16335
PA Pre-K Counts,Crawford,PENNSYLVANIA WESTERN UNIVERSITY OF PENNSYLVANIA,MEADVILLE YMCA,YMCA CHILD CARE,356 CHESTNUT ST,MEADVILLE,16335
PA Pre-K Counts,Crawford,PENNSYLVANIA WESTERN UNIVERSITY OF PENNSYLVANIA,MEADVILLE YMCA,YMCA VERNON CHILD CARE,16864 CONNEAUT LAKE RD,MEADVILLE,16335
PA Pre-K Counts,Venango,CHILD DEVELOPMENT CENTERS INC,,CRANBERRY CHILD DVPT CTR,180 SALINA RD,SENECA,16346
PA Pre-K Counts,Clarion,NORTH CLARION COUNTY SCH DIS,,NORTH CLARION SD,10439 ROUTE 36,TIONESTA,16353
PA Pre-K Counts,Forest,SENECA HIGHLANDS IU 9,FOREST AREA SCHOOL DISTRICT,WEST FOREST ELEMENTARY SCHOOL,22318 ROUTE 62,TIONESTA,16353
PA Pre-K Counts,Crawford,FAMILY & COMMUNITY CHRISTIAN ASSOCIATION,,FCCA/TITUSVILLE 2,330 E SPRUCE ST,TITUSVILLE,16354
PA Pre-K Counts,Crawford,FAMILY & COMMUNITY CHRISTIAN ASSOCIATION,,FCCA/MAPLEWOOD,32695 STATE HIGHWAY 408,TOWNVILLE,16360
PA Pre-K Counts,Warren,KEYSTONE SMILES COMMUNITY LEARNING CENTER,JEFFERSON DEFREES FAMILY CENTER,JEFFERSON DEFREES FAMILY CENTER,207 2ND AVE,WARREN,16365
PA Pre-K Counts,Warren,WARREN FOREST COUNTIES ECONOMIC OPPORTUNITY COUNCI,,MCCLINTOCK HEAD START,1209 PENNSYLVANIA AVE W,WARREN,16365
PA Pre-K Counts,Warren,KEYSTONE SMILES COMMUNITY LEARNING CENTER,BOARD OF DIRECTORS OF THE ROUSE ESTATE,H R ROUSE CHILDRENS CENTER,238 E MAIN ST,YOUNGSVILLE,16371
PA Pre-K Counts,Erie,YMCA OF GREATER ERIE,,YMCA/NORTHWESTERN ELEMENTARY,100 HARTHAN WAY,ALBION,16401
