Program,county,lead_agency,partner_name,location_name,street_address,city,zip_code
PA Pre-K Counts,Lehigh,COMMUNITY SERVICES FOR CHILDREN INC,,KERNSVILLE ELEMENTARY SCHOOL,5051 KERNSVILLE RD,OREFIELD,18069
PA Pre-K Counts,Carbon,LEHIGH VALLEY CHILDRENS CENTERS INC,,LEHIGH VALLEY CHILDRENS CENTER AT PALMERTON BOROUG,480 DELAWARE AVE,PALMERTON,18071
PA Pre-K Counts,Carbon,PALMERTON AREA SCHOOL DISTRICT,LEHIGH VALLEY CHILDRENS CENTERS INC,LEHIGH VALLEY CHILDRENS CENTERS AT SS PALMER ELEM,298 LAFAYETTE AVE,PALMERTON,18071
PA Pre-K Counts,Northampton,COMMUNITY SERVICES FOR CHILDREN INC,,LEHIGH ELEMENTARY SCHOOL,800 BLUE MOUNTAIN DR,WALNUTPORT,18088
PA Pre-K Counts,Lehigh,COMMUNITY SERVICES FOR CHILDREN INC,,THE LEARNING HUB,101 N 6TH ST,ALLENTOWN,18101
PA Pre-K Counts,Lehigh,LEHIGH VALLEY CHILDRENS CENTERS INC,VOLUNTEERS OF AMERICA OF PENNSYLVANIA INC,VOLUNTEERS OF AMERICA CHILDRENS CENTER,730 W UNION ST,ALLENTOWN,18101
PA Pre-K Counts,Lehigh,GREATER VALLEY YOUNG MENS CHRISTIAN ASSOCIATION,,ALLENTOWN YMCA EDUCATION CENTER,425 S 15TH ST,ALLENTOWN,18102
PA Pre-K Counts,Lehigh,KIDDIE CITY EARLY LEARNING CENTER INC,,KIDDIE CITY EARLY LEARNING CENTER,1216 W LIBERTY ST,ALLENTOWN,18102
PA Pre-K Counts,Lehigh,KIDDIE CITY EARLY LEARNING CENTER INC,,KIDDIE CITY EARLY LEARNING CENTER INC,1309 W GORDON ST,ALLENTOWN,18102
PA Pre-K Counts,Lehigh,LEHIGH VALLEY CHILDRENS CENTERS INC,,LEHIGH VALLEY CHILDRENS CENTER/WALNUT STREET,1145 W WALNUT ST,ALLENTOWN,18102
PA Pre-K Counts,Lehigh,LEHIGH VALLEY CHILDRENS CENTERS INC,,LEHIGH VALLEY CHILDRENS CENTERS AT CAI LEARNING,1033 W WASHINGTON ST,ALLENTOWN,18102
PA Pre-K Counts,Lehigh,LEHIGH VALLEY CHILDRENS CENTERS INC,,LEHIGH VALLEY CHILDRENS CENTERS/CHASE ELC,540 CHEW ST,ALLENTOWN,18102
PA Pre-K Counts,Lehigh,LITTLE ARCHIES CLUBHOUSE DAYCARE CENTER INC,,LITTLE ARCHIES CLUBHOUSE,635 W TURNER ST,ALLENTOWN,18102
PA Pre-K Counts,Lehigh,RESURRECTED COMMUNITY DEVELOPMENT CORPOR,,RESURRECTED LIFE CHILDRENS ACADEMY,916 W TURNER ST,ALLENTOWN,18102
PA Pre-K Counts,Lehigh,LEHIGH VALLEY CHILDRENS CENTERS INC,,LEHIGH VALLEY CHILDRENS CENTERS/SOUTH MOUNT,2002 S ALBERT ST,ALLENTOWN,18103
PA Pre-K Counts,Lehigh,COMMUNITY SERVICES FOR CHILDREN INC,,SALISBURY ELEMENTARY SCHOOL,1400 GASKILL ST,ALLENTOWN,18103
PA Pre-K Counts,Lehigh,COMMUNITY SERVICES FOR CHILDREN INC,,CETRONIA ELEMENTARY SCHOOL,3635 BROADWAY,ALLENTOWN,18104
PA Pre-K Counts,Lehigh,COMMUNITY SERVICES FOR CHILDREN INC,,ALLENTOWN OVERLOOK PARK,445 HANOVER AVE,ALLENTOWN,18109
PA Pre-K Counts,Lehigh,CERETA JOHNSON,,CHILDREN OF JOY CHRISTIAN ACADEMY,934 HANOVER AVE,ALLENTOWN,18109
PA Pre-K Counts,Lehigh,COMMUNITY SERVICES FOR CHILDREN INC,,CSC EARLY LEARNING CENTER,555 UNION BLVD,ALLENTOWN,18109
PA Pre-K Counts,Lehigh,COMMUNITY SERVICES FOR CHILDREN INC,,HEAD START-DONLEY CAMPUS,1520 HANOVER AVE,ALLENTOWN,18109
PA Pre-K Counts,Lehigh,LEHIGH VALLEY CHILDRENS CENTERS INC,,LEHIGH VALLEY CHILDRENS CENTER ON UNION BLVD,555 UNION BLVD,ALLENTOWN,18109
PA Pre-K Counts,Lehigh,PLAYTIME DAY CARE LLC,,PLAYTIME DAY CARE LLC,624 HANOVER AVE,ALLENTOWN,18109
PA Pre-K Counts,Lehigh,THE CUDDLE ZONE LEARNING CENTER INC,,THE CUDDLE ZONE LEARNING CENTER,445 ALLENTOWN DR,ALLENTOWN,18109
PA Pre-K Counts,Luzerne,HAZELTON AREA SCHOOL DISTRICT,,HAZLE TOWNSHIP EARLY LEARNING CENTER,1400 W 23RD ST,HAZLE TOWNSHIP,18202
PA Pre-K Counts,Luzerne,SAEED FAMILY CORPORATION,,BUILDING BLOCKS LEARNING CENTER,515 N BROAD ST,WEST HAZLETON,18202
PA Pre-K Counts,Luzerne,HAZELTON AREA SCHOOL DISTRICT,PIXIE PARADISE CHILD CARE CENTER LLC,PIXIE PARADISE CHILDCARE CENTER LLC,21 N 5TH ST,WEST HAZLETON,18202
PA Pre-K Counts,Carbon,NESSAS SMALL STEPS CHILD CARE LLC,,NESSAS SMALL STEPS CHILD CARE LLC,2591 STATE ROUTE 903,ALBRIGHTSVILLE,18210
PA Pre-K Counts,Carbon,JIM THORPE AREA SD,,PENN KIDDER CAMPUS,2840 STATE ROUTE 903,ALBRIGHTSVILLE,18210
PA Pre-K Counts,Schuylkill,PANTHER VALLEY SCHOOL DISTRICT,LEHIGH VALLEY CHILDRENS CENTERS INC,LEHIGH VALLY CHILDRENS CENTERS AT COALDALE,150 W PHILLIPS ST,COALDALE,18218
PA Pre-K Counts,Luzerne,COUNTRY CHARM EARLY LEARNING CENTER INC,,COUNTRY CHARM EARLY LEARNING CENTER INC,9 E BUTLER DR,DRUMS,18222
PA Pre-K Counts,Luzerne,HAZELTON AREA SCHOOL DISTRICT,COUNTRY CHARM EARLY LEARNING CENTER INC,COUNTRY CHARM EARLY LRG C,22 RITTENHOUSE PL,DRUMS,18222
PA Pre-K Counts,Carbon,JIM THORPE AREA SD,,JIM THORPE AREA HIGH SCHOOL,1 OLYMPIAN WAY,JIM THORPE,18229
PA Pre-K Counts,Carbon,PALMERTON AREA SCHOOL DISTRICT,LEHIGH VALLEY CHILDRENS CENTERS INC,LEHIGH VALLEY CHILDRENS CENTERS AT TOWAMENSING ELE,7920 INTERCHANGE RD,LEHIGHTON,18235
PA Pre-K Counts,Carbon,LEHIGHTON AREA SCHOOL DIST,,LEHIGHTON ELEMENTARY CENTER,3 INDIAN LN,LEHIGHTON,18235
PA Pre-K Counts,Carbon,PATHSTONE CORPORATION,,PATHSTONE CARBON COUNTY EARLY HEAD START,110 N 3RD ST,LEHIGHTON,18235
PA Pre-K Counts,Luzerne,HAZELTON AREA SCHOOL DISTRICT,ANNE MCLAUGHLIN CHILD CARE INC,ANNE MCLAUGHLIN DAY CARE CENTER,98 W COUNTY RD,SUGARLOAF,18249
PA Pre-K Counts,Schuylkill,CHILD DEVELOPMENT INC,,CHILD DEVELOPMENT INC TAMAQUA CENTER,255 W BROAD ST,TAMAQUA,18252
PA Pre-K Counts,Carbon,WEATHERLY AREA SCHOOL DISTRICT,,WEATHERLY AREA SCHOOL DISTRICT,602 6TH ST,WEATHERLY,18255
PA Pre-K Counts,Monroe,POCONO SERVICES FOR FAMILIES AND CHILDREN,,POCONO SERVICES FOR FAMILIES AND CHILDREN,212 W 4TH ST,EAST STROUDSBURG,18301
PA Pre-K Counts,Monroe,POCONO SERVICES FOR FAMILIES AND CHILDREN,,SMITHFIELD,245 RIVER RD,EAST STROUDSBURG,18301
PA Pre-K Counts,Monroe,TGPC FOR C & L OF ST PAUL EVANGELICAL L C INC,,THE GROWING PLACE CHESTNUTHILL ELEMENTARY SCHOOL,2147 ROUTE 115,BRODHEADSVILLE,18322
PA Pre-K Counts,Pike,DELAWARE VALLEY SCHOOL DIST,,DINGMAN-DELAWARE PRIMARY,1375 ROUTE 739,DINGMANS FERRY,18328
PA Pre-K Counts,Monroe,TGPC FOR C & L OF ST PAUL EVANGELICAL L C INC,,THE GROWING PLACE CENTER AT POLK ELEMENTARY SCHOOL,630 INTERCHANGE RD,KRESGEVILLE,18333
PA Pre-K Counts,Pike,DELAWARE VALLEY SCHOOL DIST,,DELAWARE VALLEY ELEMENTARY SCHOOL,500 AVENUE S,MATAMORAS,18336
PA Pre-K Counts,Pike,DELAWARE VALLEY SCHOOL DIST,CENTER FOR DEVELOPMENTAL DISABILITIES OF PIKE C,CENTER FOR DEVEL DISABILITIES OF PIKE CO,101 POCONO DR,MILFORD,18337
PA Pre-K Counts,Pike,THE GOOD SHEPHERD CHILD CARE CENTER INC,,THE GOOD SHEPHERD CHILD CARE CENTER,102 STATE ROUTE 2001,MILFORD,18337
PA Pre-K Counts,Pike,THE SUNSHINE STATION,,THE SUNSHINE STATION,476 ROUTES 6 AND 209,MILFORD,18337
PA Pre-K Counts,Monroe,WEE WONS INC,,WEE WONS INC,127 ROUTE 423,POCONO PINES,18350
PA Pre-K Counts,Monroe,TGPC FOR C & L OF ST PAUL EVANGELICAL L C INC,,THE GROWING PLACE AT STROUDSBURG MIDDLE SCHOOL,200 MOUNTAINEER DR,STROUDSBURG,18360
PA Pre-K Counts,Lackawanna,THE KREIG INSTITUTE FOR EARLY CHILDHOOD,ECLECTIC MANAGEMENT CORPORATION,ABC ACADEMY,69 N MAIN ST,CARBONDALE,18407
PA Pre-K Counts,Lackawanna,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,CARBONDALE AREA SCHOOL DISTRICT,CARBONDALE ELEMENTARY,103 BROOKLYN ST,CARBONDALE,18407
PA Pre-K Counts,Lackawanna,DAWN TOOLAN,,THE EDISON EARLY LEARNING CENTER,227 PIKE ST,CARBONDALE,18407
PA Pre-K Counts,Lackawanna,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,YMCA OF CARBONDALE,YMCA OF CARBONDALE,82 N MAIN ST,CARBONDALE,18407
PA Pre-K Counts,Susquehanna,FOREST CITY REGIONAL SCHL DISTRICT,,FOREST CITY REGIONAL SD,100 SUSQUEHANNA ST,FOREST CITY,18421
PA Pre-K Counts,Wayne,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,,HAWLEY ELEMENTARY,500 ACADEMY ST,HAWLEY,18428
PA Pre-K Counts,Wayne,NORTHEASTERN CHILD CARE SERVICES,,TREASURE HOUSE CH DEVEL CTR-HAWLEY,17 COLUMBUS AVE,HAWLEY,18428
PA Pre-K Counts,Wayne,NORTHEASTERN CHILD CARE SERVICES,,TREASURE HOUSE CHILD DEVELOPMENT CENTER HONESDALE,329 CLIFF ST,HONESDALE,18431
PA Pre-K Counts,Lackawanna,TRI STAR CHILD CARE INC,,TRI-STAR ACADEMY,626 MADISON AVE,JERMYN,18433
PA Pre-K Counts,Lackawanna,HANDS OF WYOMING COUNTY,KEYSTONE COLLEGE,KEYSTONE COLLEGE CHILDRENS CENTER,1 COLLEGE GRN,LA PLUME,18440
PA Pre-K Counts,Lackawanna,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,,NORTH POCONO HEAD START,97 BOCHICCHIO BLVD,MOSCOW,18444
PA Pre-K Counts,Pike,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,,WALLENPAUPACK HEAD START,989 MAIN ST,NEWFOUNDLAND,18445
PA Pre-K Counts,Lackawanna,TRI STAR CHILD CARE INC,KMP INC,TRI-STAR ACADEMY,2790 SCRANTON CARBONDALE,BLAKELY,18447
PA Pre-K Counts,Monroe,POCONO SERVICES FOR FAMILIES AND CHILDREN,,THE MOUNTAIN CENTER,354 MEMORIAL BLVD,TOBYHANNA,18466
PA Pre-K Counts,Lackawanna,DISCOVERY MULTIPLE INTELLIGENCES PRESCHOOL,,DISCOVERY MI PRESCHOOL,1301 BEECH ST,SCRANTON,18505
PA Pre-K Counts,Lackawanna,FRECKLES AND FRILLS INC,,THE WELLKIND SCHOOL FOR EARLY LEARNERS,515 FIG ST,SCRANTON,18505
PA Pre-K Counts,Lackawanna,THE KREIG INSTITUTE FOR EARLY CHILDHOOD,,SUNSHINE & RAINBOWS DAY CARE CENTER,REAR 3716 LAWRENCE AVE,MOOSIC,18507
PA Pre-K Counts,Lackawanna,DISCOVERY MULTIPLE INTELLIGENCES PRESCHOOL,,DISCOVERY MONTESSORI PROVIDENCE,1733 N MAIN AVE,SCRANTON,18508
PA Pre-K Counts,Lackawanna,NORTHEASTERN CHILD CARE SERVICES,,TREASURE HOUSE CHILD DEVELOPMENT CENTER-MONROE,1416 MONROE AVE,SCRANTON,18509
PA Pre-K Counts,Lackawanna,DAY NURSERY ASSOCIATION,,DAY NURSERY ASSOCIATION DAY CARE,332 JEFFERSON AVE,SCRANTON,18510
PA Pre-K Counts,Lackawanna,AGENCY FOR COMMUNITY EMPOWERMENT OF NEPA,,MID VALLEY HEAD START,50 UNDERWOOD RD,THROOP,18512
PA Pre-K Counts,Lackawanna,NORTHEASTERN CHILD CARE SERVICES,,TREASURE HOUSE CHILD DEVELOPMENT CENTERS-TAYLOR,700 S MAIN ST,TAYLOR,18517
PA Pre-K Counts,Lackawanna,ABC Kiddie Kampus Inc,,ABC Kiddie Kampus - Old Forge,701 S Main St,Old Forge,18518
PA Pre-K Counts,Columbia,CENTRAL SUSQUEHANNA INTERMEDIATE UNIT,,BERWICK AREA HIGH SCHOOL,1100 FOWLER AVE,BERWICK,18603
PA Pre-K Counts,Columbia,CENTRAL SUSQUEHANNA INTERMEDIATE UNIT,,SALEM ELEMENTARY,810 E 10TH ST,BERWICK,18603
PA Pre-K Counts,Luzerne,LUZERNE COUNTY HEAD START INC,,BACK MOUNTAIN,474 YALICK RD,DALLAS,18612
PA Pre-K Counts,Luzerne,SAEED FAMILY CORPORATION,,BUILDING BLOCKS LEARNING CENTER,1176 TWIN STACKS DR,DALLAS,18612
PA Pre-K Counts,Luzerne,LUZERNE COUNTY HEAD START INC,,DALLAS CENTER,PO BOX 814,DALLAS,18612
PA Pre-K Counts,Luzerne,SAEED FAMILY CORPORATION,OLIVE BRANCHBP INC,LAKE LEHMAN SCHOOL,1237 MARKET ST,DALLAS,18612
PA Pre-K Counts,Sullivan,WYALUSING VALLEY CHILDRENS CENTER INC,,SULLIVAN COUNTY PRE K,11026 ROUTE 220,DUSHORE,18614
PA Pre-K Counts,Wyoming,HANDS OF WYOMING COUNTY,,MEHOOPANY NURSERY SCHOOL,1687 SCOTTSVILLE RD,MEHOOPANY,18629
PA Pre-K Counts,Luzerne,GREATER NANTICOKE AREA SCHOOL DISTRICT,,GREATER NANTICOKE AREA FAMILY CENTER,427 KOSCIUSZKO ST,NANTICOKE,18634
PA Pre-K Counts,Luzerne,LUZERNE COUNTY HEAD START INC,,LCCC CENTER,1333 S PROPSECT ST,NANTICOKE,18634
PA Pre-K Counts,Luzerne,LUZERNE COUNTY HEAD START INC,,PITTSTON NEW STREET CENTER,109 NEW ST,PITTSTON,18640
PA Pre-K Counts,Luzerne,ABC Kiddie Kampus Inc,,ABC Kiddie Kampus - Pittston,3 Mill St,Pittston,18640
PA Pre-K Counts,Luzerne,ABC Kiddie Kampus Inc,,ABC Kiddie Kampus- Main Street,127 N Main St Suite 1,Pittston,18640
PA Pre-K Counts,Luzerne,CHILD DEVELOPMENT COUNCIL OF NEPA INC,,WEST PITTSTON CHILD DEVELOPMENT CENTER,827 EXETER AVE,EXETER,18643
PA Pre-K Counts,Luzerne,ABC Kiddie Kampus Inc,,ABC Kiddie Kampus - Exeter,1069 Wyoming Ave,Exeter,18643
PA Pre-K Counts,Luzerne,NORTHWEST AREA SCHOOL DISTRICT,,NORTHWEST AREA PRIMARY SCHOOL,417 SHICKSHINNY LAKE RD,SHICKSHINNY,18655
PA Pre-K Counts,Wyoming,HANDS OF WYOMING COUNTY,CHILD DEVELOPMENT COUNCIL OF NEPA INC,TUNKHANNOCK CHILD DEVELOPMENT CENTER,20 2ND ST,TUNKHANNOCK,18657
PA Pre-K Counts,Luzerne,GREATER WYOMING VALLEY AREA YMCA,,WILKES-BARRE FAMILY YMCA EARLY LEARNING CENTER,40 W NORTHAMPTON ST,WILKES BARRE,18701
PA Pre-K Counts,Luzerne,ABC Kiddie Kampus Inc,,ABC Kiddie Kampus - East Mountain,1150 E Mountain Dr,WILKES BARRE,18702
PA Pre-K Counts,Luzerne,LUZERNE COUNTY HEAD START INC,,BEEKMAN STREET CENTER,23 BEEKMAN ST,WILKES BARRE,18702
PA Pre-K Counts,Luzerne,LUZERNE COUNTY HEAD START INC,,DODSON ELEMENTARY,80 JONES ST,WILKES BARRE,18702
PA Pre-K Counts,Luzerne,LUZERNE COUNTY HEAD START INC,,HEIGHTS ELEMENTARY,1 S SHERMAN ST,WILKES BARRE,18702
PA Pre-K Counts,Luzerne,HAZELTON AREA SCHOOL DISTRICT,CHILD DEVELOPMENT COUNCIL OF NEPA INC,KIDDIE SPACE,145 AMBER LN,WILKES BARRE,18702
PA Pre-K Counts,Luzerne,CHILD DEVELOPMENT COUNCIL OF NEPA INC,,KIDDIE SPACE,145 AMBER LN,WILKES BARRE,18702
PA Pre-K Counts,Luzerne,LITTLE PEOPLE DAY CARE SCHOOL INC,LITTLE PEOPLE DAY CARE SCHOOL SOUTH INC,LITTLE PEOPLE DAY CARE SCHOOL SOUTH INC,280 HANOVER ST,WILKES BARRE,18702
PA Pre-K Counts,Luzerne,LUZERNE COUNTY HEAD START INC,,PLAINS CENTER,100 2ND ST,WILKES BARRE,18702
PA Pre-K Counts,Luzerne,CHILD DEVELOPMENT COUNCIL OF NEPA INC,,WILKES-BARRE CHILD DEVELOPMENT CENTER,161 E MARKET ST,WILKES BARRE,18702
PA Pre-K Counts,Luzerne,BLOOM EARLY EDUCATION CENTERS INC,,BLOOM EARLY EDUCATION CENTERS INC,135 OWEN ST,KINGSTON,18704
PA Pre-K Counts,Luzerne,BLOOM EARLY EDUCATION CENTERS INC,,BLOOM EARLY EDUCATION CENTERS INC EDWARDSVILLE,68 ZERBY AVE # 70,KINGSTON,18704
PA Pre-K Counts,Luzerne,SAEED FAMILY CORPORATION,OLIVE BRANCHBP INC,BUILDING BLOCKS AEP-WSCTC,75 EVANS ST,KINGSTON,18704
PA Pre-K Counts,Luzerne,GREATER WYOMING VALLEY AREA YMCA,,CHARLOTTE L CASTERLINE M D EARLY LEARNING CENTER,915 WYOMING AVE,KINGSTON,18704
PA Pre-K Counts,Luzerne,LUZERNE COUNTY HEAD START INC,,CHURCH OF CHRIST UNITING,190 S SPRAGUE AVE,KINGSTON,18704
PA Pre-K Counts,Luzerne,LITTLE PEOPLE DAY CARE SCHOOL INC,,LITTLE PEOPLE DAY CARE SCHOOL,154 3RD AVE,KINGSTON,18704
PA Pre-K Counts,Luzerne,CHILD DEVELOPMENT COUNCIL OF NEPA INC,,NESBITT CHILD DEVELOPMENT CENTER,DORRANCETON METHODIST,KINGSTON,18704
PA Pre-K Counts,Luzerne,SAEED FAMILY CORPORATION,OLIVE BRANCHBP INC,BUILDING BLOCKS AFTER SCHOOL EP SOLOMON ELEM,41 ABBOTT ST,PLAINS,18705
PA Pre-K Counts,Luzerne,SAEED FAMILY CORPORATION,,BUILDING BLOCKS LEARNING CENTER,1082 RR 315 N,PLAINS,18705
PA Pre-K Counts,Luzerne,LUZERNE INTERMEDIATE UNIT,HANOVER AREA SCHOOL DISTRICT,LYNDWOOD ELEMENTARY SCHOOL,2 COLLEY ST,HANOVER TOWNSHIP,18706
PA Pre-K Counts,Luzerne,CHILD DEVELOPMENT COUNCIL OF NEPA INC,,SOUTH WILKES-BARRE CHILD DEVELOPMENT CEN,1000 S MAIN ST,HANOVER TOWNSHIP,18706
PA Pre-K Counts,Luzerne,SAEED FAMILY CORPORATION,,BUILDING BLOCKS LEARNING CENTER,447 S MOUNTAIN BLVD,MOUNTAIN TOP,18707
PA Pre-K Counts,Luzerne,LUZERNE COUNTY HEAD START INC,,FAIRVIEW ELEMENTARY SCHOOL,117 SPRUCE ST,MOUNTAIN TOP,18707
PA Pre-K Counts,Susquehanna,NORTHEASTERN CHILD CARE SERVICES,,TREASURE HOUSE CHILD DEVELOPMENT CENTER,264 S MAIN ST,MONTROSE,18801
PA Pre-K Counts,Bradford,BRADFORD TIOGA HEAD START INC.,,ATHENS HEAD START,116 WALNUT ST,ATHENS,18810
PA Pre-K Counts,Bradford,BRADFORD TIOGA HEAD START INC.,,ATHENS LYNCH,253 PENNSYLVANIA AVE,ATHENS,18810
PA Pre-K Counts,Bradford,DISCOVER THE WORLD CHILDRENS CENTER INC,,DISCOVER THE WORLD CHILDRENS CENTER INC,205 N MAIN ST,ATHENS,18810
PA Pre-K Counts,Bradford,BRADFORD TIOGA HEAD START INC.,,ATHENS SRU,3 CHURCH ST,EAST SMITHFIELD,18817
PA Pre-K Counts,Susquehanna,MT VIEW SCHOOL DISTRICT,,MOUNTAIN VIEW SD,RR 1,KINGSLEY,18826
PA Pre-K Counts,Susquehanna,ENDLESS MOUNTAIN LEARNING CENTER INC,,ENDLESS MOUNTAIN LEARNING CENTER INC,117 JACKSON ST,NEW MILFORD,18834
PA Pre-K Counts,Bradford,TOWANDA AREA SCHOOL DISTRICT,,J ANDREW MORROW PRIMARY SCHOOL,101 N 4TH ST,TOWANDA,18848
PA Pre-K Counts,Bradford,MOPPETS ON MULBERRY LLC,,MOPPETS ON MULBERRY CHILD ENRICHMENT CENTER,35 FOX CHASE DR,TOWANDA,18848
PA Pre-K Counts,Bradford,BRADFORD TIOGA HEAD START INC.,,TOWANDA,382 REUTER BLVD,TOWANDA,18848
PA Pre-K Counts,Bradford,WYALUSING VALLEY CHILDRENS CENTER INC,,WYSOX CHILDRENS CENTER,866 GOLDEN MILE RD,TOWANDA,18848
PA Pre-K Counts,Bradford,BRADFORD TIOGA HEAD START INC.,,WYALUSING HEAD START/ PRE-K,11450 WYALUSING NEW ALBANY,WYALUSING,18853
PA Pre-K Counts,Bradford,WYALUSING VALLEY CHILDRENS CENTER INC,,WYALUSING VALLEY CHILDRENS CENTER INC,42932 ROUTE 6,WYALUSING,18853
PA Pre-K Counts,Bucks,UNITED WAY OF BUCKS COUNTY,A CHILDS WORLD DEVELOPMENTAL CENTERS I,A CHILDS WORLD,2001 S EASTON RD,DOYLESTOWN,18901
PA Pre-K Counts,Bucks,UNITED WAY OF BUCKS COUNTY,LIFESPAN DAY CARE,LIFESPAN DAYCARE AT DURHAM NOCKAMIXON,41 THOMAS FREE DR,KINTNERSVILLE,18930
PA Pre-K Counts,Bucks,UNITED WAY OF BUCKS COUNTY,CHILDRENS DEVELOPMENT PROGRAM INC,CHILDRENS DEVELOPMENTAL PROGRAM INC,995 DOYLESTOWN PIKE,QUAKERTOWN,18951
PA Pre-K Counts,Bucks,UNITED WAY OF BUCKS COUNTY,LIFESPAN DAY CARE,LIFE SPAN DAY CARE,500 FAIRVIEW AVE,QUAKERTOWN,18951
PA Pre-K Counts,Bucks,UNITED WAY OF BUCKS COUNTY,LIFESPAN DAY CARE,LIFESPAN AT NEIDIG ELEMENTARY,201 N PENROSE ST,QUAKERTOWN,18951
PA Pre-K Counts,Bucks,UNITED WAY OF BUCKS COUNTY,LIFESPAN DAY CARE,LIFESPAN SCHOOL,2460 JOHN FRIES HWY,QUAKERTOWN,18951
PA Pre-K Counts,Bucks,UNITED WAY OF BUCKS COUNTY,YMCA OF BUCKS COUNTY,UPPER BUCKS YMCA,401 FAIRVIEW AVE,QUAKERTOWN,18951
PA Pre-K Counts,Bucks,BUCKS COUNTY INTERMEDIATE UNIT 22,,SELLERSVILLE ELEMENTARY SCHOOL,122 W RIDGE AVE,SELLERSVILLE,18960
PA Pre-K Counts,Montgomery,MONTGOMERY CNTY PRINCIPALS & INTERMEDIATE UNIT 23,,DOCK MENNONITE ACADEMY,420 GODSHALL RD,SOUDERTON,18964
PA Pre-K Counts,Montgomery,MONTGOMERY CNTY PRINCIPALS & INTERMEDIATE UNIT 23,,SOUDERTON MENNONITE CHURCH,105 W CHESTNUT ST,SOUDERTON,18964
PA Pre-K Counts,Bucks,UNITED WAY OF BUCKS COUNTY,JOLLY TODDLERS II INC,JOLLY TODDLERS,275 2ND STREET PIKE,SOUTHAMPTON,18966
PA Pre-K Counts,Bucks,UNITED WAY OF BUCKS COUNTY,TOTAL CHILDCARE SOLUTION INC,RIGHT STEPS OF CHURCHVILLE,48 CHURCHVILLE LN,SOUTHAMPTON,18966
PA Pre-K Counts,Bucks,UNITED WAY OF BUCKS COUNTY,GRACE NEIGHBORHOOD DEVELOPMENT CORP,TRINITY CHRISTIAN ACADEMY,1400 BUCK RD,SOUTHAMPTON,18966
PA Pre-K Counts,Bucks,BUCKS COUNTY INTERMEDIATE UNIT 22,,UPPER COUNTY EARLY LEARNING CENTER,4030 BETHLEHEM PIKE,TELFORD,18969
PA Pre-K Counts,Bucks,BUCKS COUNTY INTERMEDIATE UNIT 22,,BUCKS IU WARMINSTER HEAD START CENTER,1401 MEETINGHOUSE RD,WARMINSTER,18974
PA Pre-K Counts,Montgomery,MONTGOMERY CNTY PRINCIPALS & INTERMEDIATE UNIT 23,,ABINGTON ADMINISTRATION BUILDING,970 HIGHLAND AVE,ABINGTON,19001
PA Pre-K Counts,Bucks,UNITED WAY OF BUCKS COUNTY,CHILDREN OF GOD EDUCATIONAL SERVICES LLC,CHILDREN OF GOD EDUCATIONAL SERVICES LLC,414 MILL ST,BRISTOL,19007
PA Pre-K Counts,Bucks,UNITED WAY OF BUCKS COUNTY,EARLY CHILDHOOD EDUCATORS OF PA,EARLY CHILDHOOD EDUCATORS OF PA,1200 VETERANS HWY,BRISTOL,19007
PA Pre-K Counts,Bucks,BRISTOL TOWNSHIP SCHOOL DISTRICT,RADCLIFFE LEARNING CENTER INC,RADCLIFFE LEARNING CENTER,1101 RADCLIFFE ST,BRISTOL,19007
PA Pre-K Counts,Bucks,REFUGE FOR THE PERISHING HOLY TEMPLE,,REFUGE CHILDCARE ACADEMY,1230 PLYMOUTH AVE,BRISTOL,19007
PA Pre-K Counts,Bucks,BUCKS COUNTY INTERMEDIATE UNIT 22,,SNYDER GIROTTI ELEMENTARY SCHOOL,450 BEAVER ST,BRISTOL,19007
PA Pre-K Counts,Delaware,CHESTER UPLAND SCHOOL DIST,,CHESTER UPLAND SCHOOL OF THE ARTS,501 W 9TH ST,CHESTER,19013
PA Pre-K Counts,Delaware,CHESTER UPLAND SCHOOL DIST,,EDGMONT SCHOLARS ACADEMY,1450 EDGMONT AVE,CHESTER,19013
PA Pre-K Counts,Delaware,CHESTER UPLAND SCHOOL DIST,,STETSER ELEMENTARY,808 E 17TH ST,CHESTER,19013
PA Pre-K Counts,Delaware,EDUCATION INSTITUTE FOR EARLY INTERVENTION,MICHELLE STEVENS,STEVENS GROUP CHILD CARE HOME,2833 W 10TH ST,CHESTER,19013
PA Pre-K Counts,Delaware,WIDENER UNIVERSITY INC,,WIDENER CHILD DEVELOPMENT CENTER,1800 WALNUT ST,CHESTER,19013
PA Pre-K Counts,Delaware,DELAWARE COUNTY INTERMEDIATE UNIT,,ASTON TECHNICAL HIGH SCHOOL,100 CROZERVILLE RD,ASTON,19014
PA Pre-K Counts,Delaware,CHESTER UPLAND SCHOOL DIST,,MAIN STREET ELEMENTARY,704 MAIN ST,UPLAND,19015
PA Pre-K Counts,Delaware,TODAYS CHILD LEARNING CENTER INC,,TODAYS CHILD AT CLIFTON HEIGHTS,301 E BERKLEY AVE,CLIFTON HEIGHTS,19018
PA Pre-K Counts,Bucks,BUCKS COUNTY INTERMEDIATE UNIT 22,,BENJAMIN RUSH ELEMENTARY SCHOOL,3400 HULMEVILLE RD,BENSALEM,19020
